id	IndexCancer	Stage	Fix	total_individuals	number_last_known_outcome	final_proportion	number_final_outcome	extrapolated_prop_died	extrapolated_cod	extrapolated_outcome
AAPI	All Types	?	Alive	12958	3955	0.2588761170455275	3354.516724675945	0	0	0
AAPI	All Types	?	Index	12958	6627	0.5298827210062053	6866.220298798407	0.34448160535117056	0.6190607813931261	8021.789605292129
AAPI	All Types	?	NC	12958	2067	0.1832957788077859	2375.1467017912896	0.5652173913043478	0.3296170623552579	4271.177893999432
AAPI	All Types	?	NIndex	12958	309	0.027945383140481388	362.11627473435783	0.0903010033444816	0.05132215625161597	665.0325007084398
AAPI	All Types	I	Alive	17071	11297	0.6223062399049762	10623.38982141785	0	0	0
AAPI	All Types	I	Index	17071	2789	0.1728410580242432	2950.569701531856	0.2290748898678414	0.31539579139454615	5384.121554896297
AAPI	All Types	I	NC	17071	2398	0.1670116717028536	2851.056247639414	0.6938325991189427	0.5987880275840596	10221.91041888748
AAPI	All Types	I	NIndex	17071	587	0.03784103036792696	645.9842294108811	0.07709251101321586	0.0858161810213943	1464.968026216222
AAPI	All Types	II	Alive	18955	12119	0.592842581332108	11237.331129150107	0	0	0
AAPI	All Types	II	Index	18955	3238	0.1837884599546213	3483.710258439847	0.24726134585289514	0.3303755144937028	6262.267877228136
AAPI	All Types	II	NC	18955	2844	0.1782344458065027	3378.4339202622587	0.6291079812206573	0.5511964453299885	10447.928621229932
AAPI	All Types	II	NIndex	18955	754	0.04513451290676802	855.5246921477878	0.12363067292644758	0.11842804017630877	2244.8035015419327
AAPI	All Types	III	Alive	10947	4214	0.3449103319383072	3775.733403728649	0	0	0
AAPI	All Types	III	Index	10947	5337	0.5052296942766161	5530.749463246117	0.40425531914893614	0.644661530592102	7057.10977539174
AAPI	All Types	III	NC	10947	1159	0.12172863273027688	1332.563342498341	0.43971631205673756	0.2733913318804545	2992.8149100953356
AAPI	All Types	III	NIndex	10947	237	0.02813134105479975	307.9537905268929	0.15602836879432624	0.08194713752744343	897.0753145129232
AAPI	All Types	IV	Alive	13894	1704	0.08729265586217345	1212.844160549038	0	0	0
AAPI	All Types	IV	Index	13894	11097	0.8228959699001086	11433.31660579211	0.5118110236220472	0.8675733134516147	12054.063617096735
AAPI	All Types	IV	NC	13894	959	0.07838332967940914	1089.0579825657105	0.41732283464566927	0.11481254826756027	1595.2055456294822
AAPI	All Types	IV	NIndex	13894	134	0.011428044558308776	158.78125109314215	0.07086614173228346	0.017614138280825004	244.7308372737826
AIAN	All Types	?	Alive	1210	243	0.17520122270698957	211.99347947545738	0	0	0
AIAN	All Types	?	Index	1210	687	0.5754138304039519	696.2507347887818	0.37037037037037035	0.6403031721472814	774.7668382982105
AIAN	All Types	?	NC	1210	255	0.2239284340815775	270.9534052387088	0.5185185185185185	0.31477351252223873	380.87595015190885
AIAN	All Types	?	NIndex	1210	25	0.025456512807481037	30.802380497052056	0.1111111111111111	0.04492331533047988	54.35721154988065
AIAN	All Types	I	Alive	1267	682	0.5050601094290551	639.9111586466128	0	0	0
AIAN	All Types	I	Index	1267	239	0.19510065926684178	247.19253529108855	0.225	0.3087391838883792	391.17254598657644
AIAN	All Types	I	NC	1267	300	0.25878818567195505	327.88463124636706	0.625	0.5744507540651145	727.8291054005
AIAN	All Types	I	NIndex	1267	46	0.041051045632148064	52.0116748159316	0.15	0.11681006204650633	147.99834861292354
AIAN	All Types	II	Alive	1499	741	0.447982740763563	671.526128404581	0	0	0
AIAN	All Types	II	Index	1499	351	0.2406352559394172	360.7122486531864	0.13725490196078433	0.3021230831030435	452.88250157146217
AIAN	All Types	II	NC	1499	331	0.25245391080968166	378.42841230371283	0.6666666666666667	0.5511090713187237	826.1124979067667
AIAN	All Types	II	NIndex	1499	76	0.058928092487338164	88.3332106385199	0.19607843137254902	0.14676784557823286	220.00500052177105
AIAN	All Types	III	Alive	970	283	0.21396233474634474	207.54346470395438	0	0	0
AIAN	All Types	III	Index	970	523	0.5772837884116562	559.9652747593065	0.4146341463414634	0.6659998784284332	646.0198820755802
AIAN	All Types	III	NC	970	146	0.187316756249212	181.69725356173566	0.5609756097560976	0.30734440744838104	298.1240752249296
AIAN	All Types	III	NIndex	970	18	0.021437120592787084	20.79400697500347	0.024390243902439025	0.026655714123185736	25.856042699490164
AIAN	All Types	IV	Alive	1225	77	0.039319940509797646	48.166927124502116	0	0	0
AIAN	All Types	IV	Index	1225	1019	0.8393546041648969	1028.2093901019987	0.4117647058823529	0.8555451679042254	1048.0428306826761
AIAN	All Types	IV	NC	1225	108	0.09103833884991264	111.52196509114297	0.23529411764705882	0.10029008955810031	122.85535970867289
AIAN	All Types	IV	NIndex	1225	21	0.030287116475392725	37.10171768235609	0.35294117647058826	0.044164742537674245	54.10180960865095
Black	All Types	?	Alive	20480	4781	0.19946528228344362	4085.0489811649254	0	0	0
Black	All Types	?	Index	20480	10544	0.5256517559543911	10765.347961945929	0.28295254833040423	0.5820909658799349	11921.222981221068
Black	All Types	?	NC	20480	4515	0.24038878506960196	4923.162318225448	0.6151142355008787	0.36308271969034933	7435.934099258355
Black	All Types	?	NIndex	20480	640	0.034494176692563334	706.4407386636971	0.10193321616871705	0.054826314429715764	1122.8429195205788
Black	All Types	I	Alive	19275	10174	0.48288086175940836	9307.528610412597	0	0	0
Black	All Types	I	Index	19275	4115	0.22203789050165199	4279.7803394193425	0.2073342736248237	0.32215564322186785	6209.550023101503
Black	All Types	I	NC	19275	4226	0.25083246029713296	4834.795672227237	0.6784203102961919	0.5784286443680433	11149.212120194035
Black	All Types	I	NIndex	19275	760	0.044248787441806665	852.8953779408234	0.11424541607898449	0.09941571241008887	1916.237856704463
Black	All Types	II	Alive	39407	22566	0.5190071314923116	20452.514030717524	0	0	0
Black	All Types	II	Index	39407	6032	0.1637813670579692	6454.132331653392	0.1981082501313715	0.2666009616836137	10505.944097066165
Black	All Types	II	NC	39407	8914	0.2631049232816144	10368.175711758578	0.6847083552285864	0.6184734426376217	24372.18295402076
Black	All Types	II	NIndex	39407	1895	0.054106578168104796	2132.1779258705055	0.11718339464004204	0.11492559567876454	4528.872948913074
Black	All Types	III	Alive	15709	4096	0.22836527727050937	3587.3901406424316	0	0	0
Black	All Types	III	Index	15709	8873	0.5768281399902149	9061.393251106285	0.3569620253164557	0.6583458718766498	10341.955301310292
Black	All Types	III	NC	15709	2378	0.16843805503977652	2645.9934066198493	0.5392405063291139	0.2915818627831145	4580.459482459945
Black	All Types	III	NIndex	15709	362	0.0263685276994992	414.22320163143297	0.10379746835443038	0.050072265340235615	786.5852162297613
Black	All Types	IV	Alive	22779	1542	0.0539838052617993	1229.6971000585263	0	0	0
Black	All Types	IV	Index	22779	18798	0.8330771377694929	18976.664121251277	0.5	0.8600690404003926	19591.512671280543
Black	All Types	IV	NC	22779	2139	0.09814077089262266	2235.5486201630515	0.39361702127659576	0.11938971551694791	2719.5783297605562
Black	All Types	IV	NIndex	22779	300	0.014798286076085142	337.09015852714344	0.10638297872340426	0.020541244082659536	467.9089989589016
Hispanic	All Types	?	Alive	21601	6456	0.249235690135229	5383.740142611082	0	0	0
Hispanic	All Types	?	Index	21601	11115	0.5376620293021229	11614.037494955157	0.3614457831325301	0.6277472185076274	13559.967666983259
Hispanic	All Types	?	NC	21601	3531	0.18717227440615186	4043.1082994472863	0.5582329317269077	0.3263038444013199	7048.489342912911
Hispanic	All Types	?	NIndex	21601	499	0.02593000615649625	560.1140629864755	0.08032128514056225	0.0459489370910528	992.5429901038315
Hispanic	All Types	I	Alive	21870	13767	0.5829569391583785	12749.268259393739	0	0	0
Hispanic	All Types	I	Index	21870	3542	0.17107230071293772	3741.351216591948	0.18263473053892215	0.277540484211923	6069.810389714757
Hispanic	All Types	I	NC	21870	3801	0.2057525068150212	4499.807324044514	0.7005988023952096	0.6141714402373583	13431.929397991025
Hispanic	All Types	I	NIndex	21870	760	0.040218253313662536	879.5731999697997	0.11676646706586825	0.1082880755507187	2368.260212294218
Hispanic	All Types	II	Alive	29541	18786	0.5818867601089195	17189.51678037759	0	0	0
Hispanic	All Types	II	Index	29541	4786	0.17592707838767235	5197.061822650229	0.2278589853826311	0.30851520515367725	9113.84767544478
Hispanic	All Types	II	NC	29541	4842	0.19873083743987563	5870.707668811366	0.6595012897678418	0.5824859062305388	17207.216155956346
Hispanic	All Types	II	NIndex	29541	1127	0.04345532406353253	1283.7137281608145	0.11263972484952708	0.108998888615784	3219.936168598875
Hispanic	All Types	III	Alive	14183	5461	0.3348051947172956	4748.542076675403	0	0	0
Hispanic	All Types	III	Index	14183	6715	0.49562842196901485	7029.497908786538	0.38108882521489973	0.6232189402996748	8839.114230270288
Hispanic	All Types	III	NC	14183	1688	0.14289230526106791	2026.6415655177261	0.5386819484240688	0.32324581989388046	4584.595463554907
Hispanic	All Types	III	NIndex	14183	319	0.026674078052621644	378.31844902033276	0.08022922636103152	0.053535239806444784	759.2903061748063
Hispanic	All Types	IV	Alive	18693	2443	0.09280986483361707	1734.8948033348038	0	0	0
Hispanic	All Types	IV	Index	18693	14581	0.802744092265823	15005.695316725029	0.4427083333333333	0.8438317928432055	15773.74770361804
Hispanic	All Types	IV	NC	18693	1410	0.08694385974142767	1625.2415701465075	0.44791666666666663	0.1285149450314853	2402.3298674735547
Hispanic	All Types	IV	NIndex	18693	259	0.017502183159132254	327.1683097936592	0.109375	0.027653262125309122	516.9224289084034
White	All Types	?	Alive	145385	38016	0.23040192725172662	33496.98419349227	0	0	0
White	All Types	?	Index	145385	73732	0.516059957286661	75027.3768901212	0.29751671442215855	0.5846083816791279	84993.28957042
White	All Types	?	NC	145385	29357	0.22107864475706876	32141.51876800644	0.6038681948424068	0.3602110406547805	52369.28214559526
White	All Types	?	NIndex	145385	4280	0.03245947070454363	4719.120148380075	0.09861509073543458	0.05518057766609165	8022.428283984735
White	All Types	I	Alive	207101	123411	0.5527954474928378	114484.4899712142	0	0	0
White	All Types	I	Index	207101	30819	0.15609056935835464	32326.513004684602	0.16348808030112924	0.24646603586816238	51043.362494332294
White	All Types	I	NC	207101	43881	0.24247951719307675	50217.75049020339	0.7127979924717692	0.6365110024135049	131822.06511083926
White	All Types	I	NIndex	207101	8990	0.04863446595573079	10072.246533897802	0.12371392722710164	0.11702296171833282	24235.572394828447
White	All Types	II	Alive	233862	137611	0.5445006173941752	127338.0033850366	0	0	0
White	All Types	II	Index	233862	36730	0.16432628327439464	38429.67325911648	0.18673290473407364	0.26600246518990545	62207.868514241665
White	All Types	II	NC	233862	48428	0.23819491222062372	55704.738561739505	0.6873173582700175	0.6124396381443817	143226.35865572141
White	All Types	II	NIndex	233862	11093	0.05297818711080644	12389.584794107417	0.12594973699590883	0.12155789666571279	28427.772830036924
White	All Types	III	Alive	110177	34650	0.2865761756001329	31574.10329909584	0	0	0
White	All Types	III	Index	110177	55902	0.5161574048246133	56868.67439136141	0.323292469352014	0.6088053242918365	67076.34421450167
White	All Types	III	NC	110177	16506	0.1659166793109457	18280.201976442066	0.5628721541155867	0.32722242858919914	36052.38551467219
White	All Types	III	NIndex	110177	3119	0.0313497402643082	3454.0203331006846	0.11383537653239931	0.06397224711896432	7048.270270826132
White	All Types	IV	Alive	146064	13309	0.07967066383238533	11637.01584201353	0	0	0
White	All Types	IV	Index	146064	118223	0.8141700164396108	118920.92928123532	0.4004267425320057	0.8460722808333754	123580.70162764614
White	All Types	IV	NC	146064	12577	0.09167781123889762	13390.827820798342	0.5106685633001422	0.13236311467535045	19333.485981940386
