id	Site	Stage	Index	NonIndex	NonCancer	IndexPercent	NonIndexPercent	NonCancerPercent
Overall	Bladder	I	3102.747292005831	1324.0183968568765	6147.234311137293	29.34317469269747	12.521452589908042	58.13537271739448
Overall	Breast, All	I	12452.396471058126	10428.484354408283	52808.1191745336	16.452055742654977	13.778071257921605	69.76987299942343
Overall	Breast, HR+	I	9366.31695038541	9078.896734697368	44574.786314917226	14.862451523937496	14.40637374594949	70.73117473011303
Overall	Breast, HR-	I	1999.1064159943069	1253.0063713426432	6162.8872126630495	21.233206755117436	13.308617858126853	65.4581753867557
Overall	Breast, HR?	I	450.06104284691617	282.4011313560573	2104.5378257970265	15.863977541308289	9.954216826085911	74.1818056326058
Overall	Cervix	I	805.4515637198856	159.79854130890374	1247.7498949712108	36.396365283320634	7.220901098459274	56.382733618220094
Overall	Colon-Rectum	I	4678.882181802696	2840.9534966749015	18174.164321522403	18.210018610581056	11.056875133007324	70.73310625641163
Overall	Esophagus	I	983.8414875582974	130.50006685974296	715.6584455819597	53.761829921218435	7.131151194521474	39.10701888426009
Overall	Kidney	I	4689.784851178474	2472.5973143838437	12396.617834437682	23.97763101988074	12.641736869900525	63.380632110218734
Overall	Larynx	I	970.2114840851747	422.0905157762091	1813.698000138616	30.262366939649866	13.165643037311574	56.57199002303855
Overall	Liver-Bile Duct	I	4288.36410282158	294.1848320416401	1590.45106513678	69.469692253711	4.765670371644907	25.764637374644096
Overall	Lung, All	I	14006.582788475178	1070.6353729720988	11583.781838552723	52.53584932476343	4.015735992543786	43.448414682692786
Overall	Lung, NSCLC	I	10854.178675916677	961.8397329005139	9368.981591182808	51.235207344426136	4.540192272364947	44.224600383208916
Overall	Lung, SCLC	I	635.0292934148333	20.343293087713924	209.6274134974527	73.4137911462235	2.3518257904871587	24.23438306328933
Overall	Lymphoma	I	4292.176382839586	1193.3721716060593	7168.451445554354	33.919522544962746	9.430790039561082	56.649687415476166
Overall	Melanoma	I	3094.2414351660796	5027.474352173944	21175.284212659975	10.561632369068777	17.160372571164093	72.27799505976712
Overall	Oral-Pharynx	I	1097.8527512810629	650.8607618460359	2538.286486872901	25.608881532098504	15.182196450805597	59.2089220170959
Overall	Other Types	I	3209.553332621991	978.0599263483354	4534.386741029673	36.798364281380316	11.213711606837139	51.98792411178255
Overall	Ovary	I	1002.142752335112	490.7533551502618	1317.1038925146256	35.6634431435983	17.464532211753095	46.872024644648604
Overall	Pancreas	I	1409.8873861749128	75.08151719870256	368.03109662638474	76.08674507150096	4.0518897570805485	19.861365171418498
Overall	Prostate	I	23.034120428213587	34.85280426646578	147.11307530532062	11.236156306445652	17.001367934861356	71.76247575869299
Overall	Stomach	I	1844.0714041755843	234.06515778209794	1931.8634380423175	45.98681805924151	5.837036353668278	48.17614558709021
Overall	Thyroid	I	343.3480501998826	1638.6233614399187	7896.028588360199	3.475886315042343	16.588614713908875	79.93549897104879
Overall	Uterus	I	3502.1005313086016	3557.484886981178	16903.41458171022	14.614616414090897	14.845740879610975	70.53964270629812
Overall	Bladder	II	2533.5246819683016	439.32044043900225	1932.154877592696	51.65187934695824	8.956583902935826	39.391536750105935
Overall	Breast, All	II	15873.014941254276	5201.973806338824	28410.011252406897	32.07641697737552	10.512223514880922	57.41135950774355
Overall	Breast, HR+	II	12375.533706707918	4069.162103253168	20857.304190038914	33.1765956428822	10.908696861436836	55.91470749568097
Overall	Breast, HR-	II	2694.397549844496	1238.5089831984842	5837.09346695702	27.57827584283005	12.67665284747681	59.74507130969314
Overall	Breast, HR?	II	753.4909648331799	177.65104490140249	1183.8579902654176	35.62605034672245	8.39957659108286	55.97437306219469
Overall	Cervix	II	523.7190473364443	143.92321579918206	345.3577368643736	51.699807239530536	14.207622487579671	34.092570272889795
Overall	Colon-Rectum	II	7864.185051834695	2217.801070549947	15281.013877615358	31.006525457693076	8.74423794720635	60.24923659510057
Overall	Esophagus	II	1537.7467273589677	67.35083738186246	499.90243525916964	73.05210106218374	3.199564721228621	23.748334216587633
Overall	Kidney	II	1336.9623178102775	297.922890837654	1563.1147913520686	41.806201307388285	9.315912784166791	48.87788590844492
Overall	Larynx	II	658.084719892575	161.9023405623668	605.0129395450582	46.18138385211052	11.361567758762583	42.45704838912689
Overall	Liver-Bile Duct	II	2589.7802543922417	191.2680910439587	765.9516545637996	73.01325780637839	5.392390500252572	21.59435169336903
Overall	Lung, All	II	4671.0320796791775	188.5338907379938	1649.4340295828285	71.76266830049435	2.8965108424949113	25.34082085701073
Overall	Lung, NSCLC	II	3497.824182448883	106.50309744299369	1253.6727201081235	72.00132117021167	2.192323949011809	25.80635488077652
Overall	Lung, SCLC	II	320.0940241436029	6.180364718268103	72.72561113812905	80.22406620140423	1.5489635885383715	18.226970210057402
Overall	Lymphoma	II	3093.114084002399	560.645867249837	3622.2400487477635	42.511188620153916	7.705413238727831	49.78339814111825
